model,ablation,question_id,meta_info,dss,correct_alpha,correct_beta,correct_gamma,correct_answer,final_alpha,final_beta,final_gamma
gemma4_e4b,full,MQ_0525,step2&3,0.6161,True,True,True,A,A,A,A
gemma4_e4b,full,MQ_0540,step2&3,0.6258,True,False,False,A,A,D,C
gemma4_e4b,full,MQ_0533,step2&3,0.6412,False,False,False,B,D,D,A
gemma4_e4b,full,MQ_0591,step1,0.6452,True,True,True,C,C,C,C
gemma4_e4b,full,MQ_0793,step2&3,0.6468,True,False,True,D,D,A,D
gemma4_e4b,full,MQ_0704,step2&3,0.6476,False,False,False,B,A,A,A
gemma4_e4b,full,MQ_0122,step2&3,0.6546,False,False,False,A,C,C,C
gemma4_e4b,full,MQ_0535,step2&3,0.6689,False,True,False,D,C,D,C
gemma4_e4b,full,MQ_0455,step1,0.6692,False,True,False,C,A,C,A
gemma4_e4b,full,MQ_0970,step1,0.6783,True,True,True,D,D,D,D
gemma4_e4b,full,MQ_0798,step2&3,0.6794,False,False,False,C,A,A,A
gemma4_e4b,full,MQ_0036,step1,0.6804,False,False,False,C,A,A,A
gemma4_e4b,full,MQ_0563,step2&3,0.682,False,False,False,C,A,A,A
gemma4_e4b,full,MQ_0207,step1,0.6825,False,False,False,B,C,C,C
gemma4_e4b,full,MQ_0746,step2&3,0.6854,False,True,False,B,D,B,D
gemma4_e4b,full,MQ_0246,step1,0.6889,True,True,True,B,B,B,B
gemma4_e4b,full,MQ_0337,step2&3,0.6893,False,False,False,C,D,B,B
gemma4_e4b,full,MQ_0570,step2&3,0.6952,False,True,True,D,C,D,D
gemma4_e4b,full,MQ_0829,step2&3,0.6975,False,False,False,A,B,B,B
gemma4_e4b,full,MQ_0208,step2&3,0.6988,True,True,True,D,D,D,D
gemma4_e4b,full,MQ_0006,step2&3,0.7051,False,False,False,C,D,D,D
gemma4_e4b,full,MQ_0752,step2&3,0.7074,False,False,False,D,B,B,B
gemma4_e4b,full,MQ_0496,step1,0.7106,False,False,False,B,A,A,A
gemma4_e4b,full,MQ_0735,step2&3,0.7108,True,False,True,D,D,B,D
gemma4_e4b,full,MQ_0240,step1,0.7125,True,False,False,D,D,A,A
gemma4_e4b,full,MQ_0990,step2&3,0.7146,False,True,False,A,C,A,B
gemma4_e4b,full,MQ_0160,step2&3,0.715,True,False,False,D,D,A,A
gemma4_e4b,full,MQ_0874,step2&3,0.7151,False,False,False,B,C,C,C
gemma4_e4b,full,MQ_0226,step1,0.7181,True,False,False,A,A,C,C
gemma4_e4b,full,MQ_0837,step2&3,0.7182,False,False,False,B,D,D,D
gemma4_e4b,full,MQ_0920,step1,0.7187,True,True,True,A,A,A,A
gemma4_e4b,full,MQ_0617,step2&3,0.7198,True,True,False,D,D,D,C
gemma4_e4b,full,MQ_0262,step2&3,0.7202,True,False,True,A,A,D,A
gemma4_e4b,full,MQ_0019,step2&3,0.7204,True,True,True,C,C,C,C
gemma4_e4b,full,MQ_0388,step1,0.7225,True,True,True,B,B,B,B
gemma4_e4b,full,MQ_0806,step1,0.7227,True,False,False,C,C,D,B
gemma4_e4b,full,MQ_0108,step2&3,0.7229,True,True,True,D,D,D,D
gemma4_e4b,full,MQ_0253,step2&3,0.723,False,False,False,C,A,A,A
gemma4_e4b,full,MQ_0634,step2&3,0.7263,False,False,True,C,B,B,C
gemma4_e4b,full,MQ_0967,step1,0.7263,True,True,True,D,D,D,D
gemma4_e4b,full,MQ_0575,step2&3,0.7264,True,False,True,A,A,C,A
gemma4_e4b,full,MQ_0632,step2&3,0.727,False,True,False,A,C,A,C
gemma4_e4b,full,MQ_0016,step2&3,0.7282,False,False,False,D,A,A,A
gemma4_e4b,full,MQ_0879,step1,0.7287,True,False,True,A,A,C,A
gemma4_e4b,full,MQ_0729,step1,0.73,False,True,False,C,A,C,A
gemma4_e4b,full,MQ_0834,step1,0.7317,True,True,True,C,C,C,C
gemma4_e4b,full,MQ_0667,step2&3,0.7348,True,False,True,C,C,A,C
gemma4_e4b,full,MQ_0549,step2&3,0.7357,False,False,False,B,C,C,C
gemma4_e4b,full,MQ_0863,step2&3,0.737,True,True,True,A,A,A,A
gemma4_e4b,full,MQ_0303,step2&3,0.7381,False,False,False,A,C,C,C
gemma4_e4b,full,MQ_0318,step2&3,0.7395,True,True,True,A,A,A,A
gemma4_e4b,full,MQ_0053,step1,0.7404,False,False,False,C,A,A,A
gemma4_e4b,full,MQ_0773,step1,0.741,False,False,False,D,C,C,A
gemma4_e4b,full,MQ_0991,step1,0.7427,True,True,True,B,B,B,B
gemma4_e4b,full,MQ_0194,step1,0.7428,False,False,False,C,A,A,A
gemma4_e4b,full,MQ_0433,step2&3,0.7444,True,True,True,A,A,A,A
gemma4_e4b,full,MQ_0764,step2&3,0.7461,True,True,True,D,D,D,D
gemma4_e4b,full,MQ_0128,step2&3,0.7471,True,True,True,A,A,A,A
gemma4_e4b,full,MQ_0343,step1,0.749,True,True,True,B,B,B,B
gemma4_e4b,full,MQ_0298,step2&3,0.7496,False,False,False,A,D,D,D
gemma4_e4b,full,MQ_0509,step2&3,0.7502,False,False,False,D,C,C,A
gemma4_e4b,full,MQ_0115,step1,0.7503,False,True,False,A,D,A,C
gemma4_e4b,full,MQ_0555,step2&3,0.7512,True,True,True,D,D,D,D
gemma4_e4b,full,MQ_0154,step2&3,0.7518,False,False,False,A,B,D,B
gemma4_e4b,full,MQ_0921,step1,0.7526,True,True,True,C,C,C,C
gemma4_e4b,full,MQ_0659,step1,0.7527,True,True,True,B,B,B,B
gemma4_e4b,full,MQ_0769,step2&3,0.7531,True,True,True,D,D,D,D
gemma4_e4b,full,MQ_0947,step2&3,0.7532,True,False,False,B,B,C,C
gemma4_e4b,full,MQ_0561,step1,0.7535,True,True,True,C,C,C,C
gemma4_e4b,full,MQ_0597,step1,0.7547,False,False,False,D,C,C,C
gemma4_e4b,full,MQ_0428,step1,0.7552,False,False,False,A,D,D,D
gemma4_e4b,full,MQ_0595,step2&3,0.7552,True,True,True,D,D,D,D
gemma4_e4b,full,MQ_0687,step2&3,0.7554,True,True,True,A,A,A,A
gemma4_e4b,full,MQ_0908,step2&3,0.7562,True,True,True,A,A,A,A
gemma4_e4b,full,MQ_0694,step2&3,0.757,True,True,True,C,C,C,C
gemma4_e4b,full,MQ_0544,step2&3,0.7574,True,False,True,A,A,B,A
gemma4_e4b,full,MQ_0700,step1,0.7589,True,False,True,B,B,A,B
gemma4_e4b,full,MQ_0760,step2&3,0.7592,False,True,True,A,C,A,A
gemma4_e4b,full,MQ_0539,step2&3,0.7596,False,False,False,C,A,D,A
gemma4_e4b,full,MQ_0237,step1,0.7598,True,True,True,C,C,C,C
gemma4_e4b,full,MQ_0082,step1,0.7601,True,False,False,A,A,C,C
gemma4_e4b,full,MQ_0615,step2&3,0.7601,True,True,True,C,C,C,C
gemma4_e4b,full,MQ_0010,step1,0.7604,True,True,True,B,B,B,B
gemma4_e4b,full,MQ_0968,step2&3,0.7604,True,True,True,A,A,A,A
gemma4_e4b,full,MQ_0738,step1,0.7609,True,False,False,B,B,C,C
gemma4_e4b,full,MQ_0573,step2&3,0.7611,True,True,False,C,C,C,B
gemma4_e4b,full,MQ_0952,step2&3,0.7611,False,False,False,B,C,C,C
gemma4_e4b,full,MQ_0132,step2&3,0.7615,False,False,False,D,C,A,A
gemma4_e4b,full,MQ_0008,step2&3,0.762,False,False,False,B,C,C,C
gemma4_e4b,full,MQ_0536,step2&3,0.762,True,False,True,A,A,C,A
gemma4_e4b,full,MQ_0832,step2&3,0.762,True,True,True,C,C,C,C
gemma4_e4b,full,MQ_0962,step2&3,0.7629,False,True,False,B,A,B,A
gemma4_e4b,full,MQ_0836,step2&3,0.7647,True,True,True,C,C,C,C
gemma4_e4b,full,MQ_0277,step1,0.7649,True,True,True,C,C,C,C
gemma4_e4b,full,MQ_0734,step2&3,0.7652,True,True,True,C,C,C,C
gemma4_e4b,full,MQ_0751,step2&3,0.7662,True,True,True,B,B,B,B
gemma4_e4b,full,MQ_0790,step2&3,0.7663,False,False,True,A,D,D,A
gemma4_e4b,full,MQ_0820,step2&3,0.7667,True,True,True,B,B,B,B
gemma4_e4b,full,MQ_0742,step2&3,0.767,True,True,True,C,C,C,C
gemma4_e4b,full,MQ_0379,step2&3,0.768,False,False,False,D,C,C,C
gemma4_e4b,full,MQ_0500,step2&3,0.7691,True,False,False,D,D,C,A
gemma4_e4b,full,MQ_0193,step2&3,0.7693,True,True,True,B,B,B,B
gemma4_e4b,full,MQ_0331,step2&3,0.7696,False,False,False,C,D,D,D
gemma4_e4b,full,MQ_0074,step2&3,0.7718,True,True,True,C,C,C,C
gemma4_e4b,full,MQ_0184,step2&3,0.7718,True,True,True,B,B,B,B
gemma4_e4b,full,MQ_0403,step2&3,0.7725,True,False,False,B,B,C,D
gemma4_e4b,full,MQ_0447,step2&3,0.7732,True,True,True,B,B,B,B
gemma4_e4b,full,MQ_0409,step1,0.7734,True,False,True,A,A,B,A
gemma4_e4b,full,MQ_0825,step2&3,0.7737,True,True,True,A,A,A,A
gemma4_e4b,full,MQ_0610,step2&3,0.7739,False,False,False,B,C,C,C
gemma4_e4b,full,MQ_0685,step2&3,0.7739,False,False,False,C,D,D,D
gemma4_e4b,full,MQ_0238,step2&3,0.774,True,True,True,D,D,D,D
gemma4_e4b,full,MQ_0495,step2&3,0.7741,False,False,True,A,B,B,A
gemma4_e4b,full,MQ_0714,step2&3,0.7741,False,False,True,A,B,B,A
gemma4_e4b,full,MQ_0228,step2&3,0.7742,False,False,False,A,D,D,D
gemma4_e4b,full,MQ_0213,step2&3,0.7743,True,True,True,D,D,D,D
gemma4_e4b,full,MQ_0242,step1,0.7744,False,False,False,C,A,A,A
gemma4_e4b,full,MQ_0140,step1,0.7758,False,False,False,A,D,C,D
gemma4_e4b,full,MQ_0474,step1,0.7759,True,True,True,A,A,A,A
gemma4_e4b,full,MQ_0730,step2&3,0.7762,False,False,False,A,C,C,C
gemma4_e4b,full,MQ_0788,step2&3,0.7768,False,False,False,C,A,A,D
gemma4_e4b,full,MQ_0155,step2&3,0.7769,False,False,False,D,B,B,B
gemma4_e4b,full,MQ_0145,step2&3,0.7775,True,False,False,D,D,B,B
gemma4_e4b,full,MQ_0710,step2&3,0.7777,False,False,False,D,C,C,C
gemma4_e4b,full,MQ_0384,step1,0.7794,True,True,True,C,C,C,C
gemma4_e4b,full,MQ_0924,step2&3,0.7799,True,True,True,B,B,B,B
gemma4_e4b,full,MQ_0684,step1,0.7801,True,True,True,A,A,A,A
gemma4_e4b,full,MQ_0177,step1,0.7802,True,True,True,C,C,C,C
gemma4_e4b,full,MQ_0602,step1,0.7811,True,True,True,B,B,B,B
gemma4_e4b,full,MQ_0919,step2&3,0.7811,False,False,False,B,A,A,A
gemma4_e4b,full,MQ_0766,step2&3,0.7812,True,True,True,C,C,C,C
gemma4_e4b,full,MQ_0055,step1,0.7817,True,True,True,A,A,A,A
gemma4_e4b,full,MQ_0571,step1,0.7817,False,False,False,B,A,C,A
gemma4_e4b,full,MQ_0979,step1,0.7817,True,True,True,D,D,D,D
gemma4_e4b,full,MQ_0839,step2&3,0.7822,False,False,False,B,D,D,D
gemma4_e4b,full,MQ_0260,step1,0.7826,True,True,True,A,A,A,A
gemma4_e4b,full,MQ_0079,step2&3,0.7828,False,False,False,B,A,A,A
gemma4_e4b,full,MQ_0622,step1,0.7828,False,True,True,B,D,B,B
gemma4_e4b,full,MQ_0112,step2&3,0.7829,False,False,False,C,A,A,A
gemma4_e4b,full,MQ_0868,step1,0.7832,False,False,False,B,D,D,D
gemma4_e4b,full,MQ_0711,step2&3,0.7834,True,True,True,C,C,C,C
gemma4_e4b,full,MQ_0501,step2&3,0.7836,True,True,False,C,C,C,A
gemma4_e4b,full,MQ_0256,step1,0.7849,False,False,False,D,C,C,C
gemma4_e4b,full,MQ_0387,step2&3,0.7851,True,True,True,B,B,B,B
gemma4_e4b,full,MQ_0072,step2&3,0.7855,True,True,True,A,A,A,A
gemma4_e4b,full,MQ_0856,step1,0.7855,False,False,True,A,C,C,A
gemma4_e4b,full,MQ_0557,step2&3,0.786,False,False,False,A,C,C,C
gemma4_e4b,full,MQ_0702,step2&3,0.786,True,True,False,B,B,B,A
gemma4_e4b,full,MQ_0864,step2&3,0.7861,False,False,False,C,A,D,D
gemma4_e4b,full,MQ_0887,step2&3,0.7861,True,True,True,C,C,C,C
gemma4_e4b,full,MQ_0658,step2&3,0.7862,True,True,True,D,D,D,D
gemma4_e4b,full,MQ_0614,step2&3,0.7866,True,True,True,C,C,C,C
gemma4_e4b,full,MQ_0406,step2&3,0.7879,True,True,True,C,C,C,C
gemma4_e4b,full,MQ_0148,step1,0.7881,True,True,True,C,C,C,C
gemma4_e4b,full,MQ_0584,step2&3,0.7881,False,True,True,C,D,C,C
gemma4_e4b,full,MQ_0342,step2&3,0.7884,False,True,False,A,B,A,B
gemma4_e4b,full,MQ_0547,step2&3,0.7886,False,False,False,B,C,C,C
gemma4_e4b,full,MQ_0121,step2&3,0.7888,False,False,False,D,C,C,C
gemma4_e4b,full,MQ_0273,step2&3,0.7889,False,False,False,D,B,C,B
gemma4_e4b,full,MQ_0767,step2&3,0.79,True,True,True,A,A,A,A
gemma4_e4b,full,MQ_0641,step2&3,0.7901,True,True,False,A,A,A,C
gemma4_e4b,full,MQ_0655,step2&3,0.7901,False,False,True,D,C,C,D
gemma4_e4b,full,MQ_0093,step2&3,0.7908,False,False,False,B,C,C,D
gemma4_e4b,full,MQ_0966,step1,0.7911,False,False,False,A,C,D,C
gemma4_e4b,full,MQ_0440,step2&3,0.7913,True,True,True,B,B,B,B
gemma4_e4b,full,MQ_0878,step2&3,0.7914,False,True,False,C,B,C,B
gemma4_e4b,full,MQ_0042,step1,0.7917,True,False,False,B,B,A,A
gemma4_e4b,full,MQ_0781,step2&3,0.7918,True,True,True,B,B,B,B
gemma4_e4b,full,MQ_0983,step2&3,0.7918,True,True,False,D,D,D,C
gemma4_e4b,full,MQ_0674,step2&3,0.7924,False,False,False,C,D,D,D
gemma4_e4b,full,MQ_0775,step2&3,0.7926,True,True,True,A,A,A,A
gemma4_e4b,full,MQ_0782,step2&3,0.793,True,True,True,B,B,B,B
gemma4_e4b,full,MQ_0089,step2&3,0.7939,True,True,False,C,C,C,B
gemma4_e4b,full,MQ_0467,step1,0.794,False,False,False,B,D,D,D
gemma4_e4b,full,MQ_0692,step2&3,0.7941,False,True,False,B,C,B,C
gemma4_e4b,full,MQ_0497,step2&3,0.7943,True,True,True,A,A,A,A
gemma4_e4b,full,MQ_0289,step1,0.7944,True,True,True,C,C,C,C
gemma4_e4b,full,MQ_0743,step2&3,0.7944,True,True,True,C,C,C,C
gemma4_e4b,full,MQ_0918,step2&3,0.7944,False,True,True,D,A,D,D
gemma4_e4b,full,MQ_0250,step1,0.7947,False,False,False,D,A,A,B
gemma4_e4b,full,MQ_0107,step2&3,0.7951,False,False,False,B,A,A,A
gemma4_e4b,full,MQ_0063,step2&3,0.7952,False,False,False,B,C,C,C
gemma4_e4b,full,MQ_0286,step2&3,0.7957,True,True,True,C,C,C,C
gemma4_e4b,full,MQ_0504,step2&3,0.7958,True,True,True,D,D,D,D
gemma4_e4b,full,MQ_0605,step2&3,0.7962,False,False,False,B,A,C,C
gemma4_e4b,full,MQ_0974,step2&3,0.7963,True,True,True,C,C,C,C
gemma4_e4b,full,MQ_0326,step2&3,0.7966,True,False,True,B,B,D,B
gemma4_e4b,full,MQ_0514,step1,0.7974,True,True,True,A,A,A,A
gemma4_e4b,full,MQ_0665,step1,0.7976,True,True,True,B,B,B,B
gemma4_e4b,full,MQ_0709,step2&3,0.7977,True,False,False,C,C,D,D
gemma4_e4b,full,MQ_0150,step1,0.7979,True,True,True,D,D,D,D
gemma4_e4b,full,MQ_0033,step2&3,0.798,True,True,True,B,B,B,B
gemma4_e4b,full,MQ_0528,step1,0.7982,True,True,True,C,C,C,C
gemma4_e4b,full,MQ_0052,step2&3,0.7984,True,True,True,D,D,D,D
gemma4_e4b,full,MQ_0084,step1,0.7992,False,False,False,A,C,C,C
gemma4_e4b,full,MQ_0351,step1,0.7992,True,True,True,B,B,B,B
gemma4_e4b,full,MQ_0896,step1,0.7993,True,True,False,C,C,C,A
gemma4_e4b,full,MQ_0871,step2&3,0.7997,True,True,True,B,B,B,B
llama31,full,MQ_0990,step2&3,0.5485,True,True,True,A,A,A,A
llama31,full,MQ_0613,step2&3,0.5777,False,False,False,C,A,A,A
llama31,full,MQ_0162,step2&3,0.5934,False,False,False,C,A,A,A
llama31,full,MQ_0822,step2&3,0.6014,False,True,False,C,A,C,A
llama31,full,MQ_0878,step2&3,0.6019,True,True,False,C,C,C,B
llama31,full,MQ_0947,step2&3,0.602,False,False,False,B,A,C,C
llama31,full,MQ_0752,step2&3,0.6037,False,False,False,D,A,C,A
llama31,full,MQ_0028,step2&3,0.6041,False,False,False,D,A,A,A
llama31,full,MQ_0391,step1,0.6063,False,False,False,C,B,B,B
llama31,full,MQ_0177,step1,0.614,True,True,True,C,C,C,C
llama31,full,MQ_0006,step2&3,0.6169,False,False,True,C,B,A,C
llama31,full,MQ_0060,step2&3,0.6177,False,False,False,C,A,A,A
llama31,full,MQ_0951,step2&3,0.6192,False,False,False,D,C,C,C
llama31,full,MQ_0029,step2&3,0.6336,True,False,True,D,D,C,D
llama31,full,MQ_0895,step2&3,0.6365,False,True,True,C,A,C,C
llama31,full,MQ_0504,step2&3,0.6384,True,False,True,D,D,A,D
llama31,full,MQ_0565,step1,0.6391,True,True,True,C,C,C,C
llama31,full,MQ_0079,step2&3,0.6405,True,False,False,B,B,A,A
llama31,full,MQ_0974,step2&3,0.6412,True,False,True,C,C,A,C
llama31,full,MQ_0970,step1,0.6425,False,False,True,D,A,C,D
llama31,full,MQ_0597,step1,0.6447,False,False,False,D,C,C,A
llama31,full,MQ_0711,step2&3,0.6449,False,False,True,C,B,B,C
llama31,full,MQ_0834,step1,0.6545,True,True,True,C,C,C,C
llama31,full,MQ_0669,step2&3,0.6551,True,True,True,A,A,A,A
llama31,full,MQ_0615,step2&3,0.657,True,True,False,C,C,C,B
llama31,full,MQ_0810,step1,0.657,False,True,True,A,D,A,A
llama31,full,MQ_0957,step2&3,0.6576,True,True,True,A,A,A,A
llama31,full,MQ_0326,step2&3,0.6582,True,True,True,B,B,B,B
llama31,full,MQ_0136,step1,0.6609,True,True,True,A,A,A,A
llama31,full,MQ_0261,step2&3,0.661,False,False,True,C,A,A,C
llama31,full,MQ_0282,step2&3,0.6628,True,False,True,C,C,A,C
llama31,full,MQ_0338,step2&3,0.663,True,False,True,B,B,A,B
llama31,full,MQ_0490,step2&3,0.6634,True,True,True,A,A,A,A
llama31,full,MQ_0697,step2&3,0.6663,True,False,True,B,B,A,B
llama31,full,MQ_0540,step2&3,0.6667,True,True,True,A,A,A,A
llama31,full,MQ_0054,step2&3,0.6673,True,False,True,B,B,A,B
llama31,full,MQ_0154,step2&3,0.6703,True,True,True,A,A,A,A
llama31,full,MQ_0631,step2&3,0.6717,False,False,True,D,C,C,D
llama31,full,MQ_0983,step2&3,0.6758,False,False,True,D,C,C,D
llama31,full,MQ_0575,step2&3,0.6792,True,True,True,A,A,A,A
llama31,full,MQ_0274,step1,0.6817,True,False,False,C,C,B,B
llama31,full,MQ_0383,step2&3,0.6859,True,True,True,C,C,C,C
llama31,full,MQ_0447,step2&3,0.6862,True,False,False,B,B,A,A
llama31,full,MQ_0137,step1,0.6887,True,False,True,B,B,A,B
llama31,full,MQ_0800,step2&3,0.6901,True,False,True,D,D,B,D
llama31,full,MQ_0849,step2&3,0.6902,False,True,False,B,D,B,A
llama31,full,MQ_0262,step2&3,0.6907,True,True,True,A,A,A,A
llama31,full,MQ_0131,step2&3,0.692,False,False,False,B,A,A,A
llama31,full,MQ_0469,step2&3,0.6922,False,True,False,B,D,B,D
llama31,full,MQ_0738,step1,0.6933,False,False,False,B,A,D,C
llama31,full,MQ_0755,step2&3,0.6937,False,False,False,D,B,A,A
llama31,full,MQ_0010,step1,0.6955,True,True,True,B,B,B,B
llama31,full,MQ_0056,step1,0.6958,False,True,True,A,B,A,A
llama31,full,MQ_0271,step2&3,0.6976,False,False,False,A,D,B,B
llama31,full,MQ_0164,step2&3,0.6984,True,False,False,B,B,A,A
llama31,full,MQ_0110,step2&3,0.6998,True,False,False,D,D,A,A
llama31,full,MQ_0544,step2&3,0.6999,False,True,True,A,B,A,A
llama31,full,MQ_0158,step2&3,0.7021,False,False,True,C,A,A,C
llama31,full,MQ_0193,step2&3,0.7031,True,True,True,B,B,B,B
llama31,full,MQ_0420,step2&3,0.7038,True,True,True,A,A,A,A
llama31,full,MQ_0585,step2&3,0.7041,True,True,True,C,C,C,C
llama31,full,MQ_0505,step2&3,0.7042,True,False,True,C,C,A,C
llama31,full,MQ_0199,step2&3,0.7047,True,True,False,B,B,B,C
llama31,full,MQ_0668,step1,0.7052,False,False,False,B,A,A,A
llama31,full,MQ_0773,step1,0.7056,False,False,False,D,A,A,A
llama31,full,MQ_0260,step1,0.7085,True,True,True,A,A,A,A
llama31,full,MQ_0092,step2&3,0.7095,False,True,True,A,B,A,A
llama31,full,MQ_0263,step1,0.7102,True,True,False,B,B,B,D
llama31,full,MQ_0629,step2&3,0.7115,True,False,False,D,D,A,A
llama31,full,MQ_0520,step1,0.7117,True,False,False,A,A,D,D
llama31,full,MQ_0294,step2&3,0.712,False,False,False,A,B,B,B
llama31,full,MQ_0358,step2&3,0.7122,False,True,True,A,C,A,A
llama31,full,MQ_0901,step2&3,0.7137,True,True,False,C,C,C,A
llama31,full,MQ_0207,step1,0.7146,False,True,False,B,C,B,C
llama31,full,MQ_0439,step2&3,0.7149,False,True,False,D,B,D,B
llama31,full,MQ_0088,step2&3,0.7153,True,False,False,C,C,D,D
llama31,full,MQ_0237,step1,0.7159,False,True,False,C,A,C,A
llama31,full,MQ_0355,step1,0.7165,True,True,True,D,D,D,D
llama31,full,MQ_0620,step1,0.7165,False,True,True,A,B,A,A
llama31,full,MQ_0593,step2&3,0.7171,False,False,False,B,D,D,D
llama31,full,MQ_0576,step2&3,0.7184,True,True,True,D,D,D,D
llama31,full,MQ_0563,step2&3,0.7209,True,False,True,C,C,D,C
llama31,full,MQ_0304,step2&3,0.721,False,False,False,A,B,B,B
llama31,full,MQ_0930,step2&3,0.7211,False,False,False,D,B,B,B
llama31,full,MQ_0672,step2&3,0.7219,True,True,True,B,B,B,B
llama31,full,MQ_0005,step2&3,0.722,False,False,True,A,C,C,A
llama31,full,MQ_0918,step2&3,0.7224,True,False,True,D,D,A,D
llama31,full,MQ_0284,step1,0.7226,False,False,False,D,A,A,A
llama31,full,MQ_0766,step2&3,0.7227,False,False,True,C,A,A,C
llama31,full,MQ_0213,step2&3,0.7241,True,False,True,D,D,A,D
llama31,full,MQ_0389,step2&3,0.7246,True,False,True,D,D,C,D
llama31,full,MQ_0272,step1,0.7247,False,False,False,B,D,D,D
llama31,full,MQ_0403,step2&3,0.7248,True,True,True,B,B,B,B
llama31,full,MQ_0255,step2&3,0.7256,True,True,False,A,A,A,B
llama31,full,MQ_0605,step2&3,0.7274,False,True,False,B,A,B,A
llama31,full,MQ_0451,step2&3,0.7283,True,True,False,B,B,B,A
llama31,full,MQ_0474,step1,0.7283,True,True,True,A,A,A,A
llama31,full,MQ_0821,step1,0.7288,False,False,False,C,A,B,B
llama31,full,MQ_0658,step2&3,0.7292,True,False,True,D,D,B,D
llama31,full,MQ_0052,step2&3,0.7305,True,False,False,D,D,A,A
llama31,full,MQ_0961,step2&3,0.7312,True,True,True,A,A,A,A
llama31,full,MQ_0924,step2&3,0.7328,True,False,True,B,B,C,B
llama31,full,MQ_0419,step2&3,0.7331,False,False,False,B,A,A,C
llama31,full,MQ_0500,step2&3,0.7335,True,False,True,D,D,B,D
llama31,full,MQ_0985,step2&3,0.7335,True,True,True,A,A,A,A
llama31,full,MQ_0776,step2&3,0.7336,False,False,False,D,B,B,A
llama31,full,MQ_0548,step2&3,0.7343,False,False,False,C,D,D,D
llama31,full,MQ_0279,step1,0.7346,False,False,False,A,C,C,C
llama31,full,MQ_0324,step2&3,0.7349,True,True,True,B,B,B,B
llama31,full,MQ_0501,step2&3,0.7351,False,False,False,C,B,B,B
llama31,full,MQ_0305,step2&3,0.7353,True,False,False,C,C,A,D
llama31,full,MQ_0161,step2&3,0.7355,True,True,True,B,B,B,B
llama31,full,MQ_0250,step1,0.7378,False,False,True,D,A,A,D
llama31,full,MQ_0298,step2&3,0.7379,True,True,False,A,A,A,D
llama31,full,MQ_0053,step1,0.7384,True,True,False,C,C,C,A
llama31,full,MQ_0608,step1,0.7386,False,False,True,B,A,A,B
llama31,full,MQ_0559,step1,0.7393,True,False,False,A,A,C,B
llama31,full,MQ_0112,step2&3,0.7397,True,False,False,C,C,A,D
llama31,full,MQ_0595,step2&3,0.7406,True,True,True,D,D,D,D
llama31,full,MQ_0395,step2&3,0.7408,False,False,False,B,A,A,A
llama31,full,MQ_0604,step1,0.7436,True,True,True,C,C,C,C
llama31,full,MQ_0095,step2&3,0.7441,True,False,False,C,C,B,B
llama31,full,MQ_0291,step2&3,0.7442,True,True,True,D,D,D,D
llama31,full,MQ_0070,step2&3,0.7449,True,True,True,B,B,B,B
llama31,full,MQ_0637,step1,0.7449,True,True,True,A,A,A,A
llama31,full,MQ_0671,step2&3,0.7452,True,True,True,C,C,C,C
llama31,full,MQ_0004,step2&3,0.7458,True,False,True,B,B,A,B
llama31,full,MQ_0856,step1,0.7458,False,True,False,A,D,A,D
llama31,full,MQ_0101,step2&3,0.746,False,False,False,C,D,B,B
llama31,full,MQ_0702,step2&3,0.7465,False,True,True,B,C,B,B
llama31,full,MQ_0528,step1,0.7469,True,True,True,C,C,C,C
llama31,full,MQ_0230,step2&3,0.7473,True,True,True,B,B,B,B
llama31,full,MQ_0837,step2&3,0.7476,True,True,True,B,B,B,B
llama31,full,MQ_0829,step2&3,0.748,True,True,True,A,A,A,A
llama31,full,MQ_0498,step2&3,0.7482,True,True,True,A,A,A,A
llama31,full,MQ_0968,step2&3,0.7484,True,True,True,A,A,A,A
llama31,full,MQ_0746,step2&3,0.7492,False,False,False,B,D,D,D
llama31,full,MQ_0086,step2&3,0.7493,False,False,False,B,A,D,D
llama31,full,MQ_0007,step2&3,0.7495,False,False,False,B,C,C,A
llama31,full,MQ_0731,step1,0.7495,True,False,False,C,C,A,A
llama31,full,MQ_0803,step2&3,0.7495,False,False,False,B,A,A,A
llama31,full,MQ_0320,step1,0.7499,True,True,True,C,C,C,C
llama31,full,MQ_0016,step2&3,0.7508,True,True,True,D,D,D,D
llama31,full,MQ_0287,step2&3,0.7521,True,True,True,A,A,A,A
llama31,full,MQ_0704,step2&3,0.7522,False,True,False,B,A,B,A
llama31,full,MQ_0935,step1,0.7532,True,True,True,A,A,A,A
llama31,full,MQ_0792,step2&3,0.7543,True,True,False,B,B,B,D
llama31,full,MQ_0203,step2&3,0.7548,False,True,False,C,B,C,D
llama31,full,MQ_0696,step1,0.7556,False,False,False,C,D,D,A
llama31,full,MQ_0732,step2&3,0.7561,True,True,True,A,A,A,A
llama31,full,MQ_0325,step2&3,0.7562,False,False,True,C,B,B,C
llama31,full,MQ_0328,step2&3,0.7564,False,False,False,A,C,C,C
llama31,full,MQ_0634,step2&3,0.7575,True,False,False,C,C,B,B
llama31,full,MQ_0641,step2&3,0.7575,True,True,False,A,A,A,C
llama31,full,MQ_0415,step2&3,0.7577,False,False,True,C,A,A,C
llama31,full,MQ_0514,step1,0.7589,True,True,True,A,A,A,A
llama31,full,MQ_0196,step2&3,0.759,True,True,True,A,A,A,A
llama31,full,MQ_0675,step1,0.7598,True,True,True,B,B,B,B
