model,question_id,dss,correct_alpha,correct_beta,correct_gamma,correct_answer
biomistral,MQ_0643,0.6598,True,True,True,A
biomistral,MQ_0047,0.6603,True,True,True,D
biomistral,MQ_0655,0.6605,False,False,False,D
biomistral,MQ_0780,0.6608,False,False,False,C
biomistral,MQ_0827,0.6609,False,False,False,D
biomistral,MQ_0514,0.6611,True,True,True,A
biomistral,MQ_0829,0.6612,False,False,False,A
biomistral,MQ_0117,0.6617,True,False,True,C
biomistral,MQ_0336,0.662,True,True,False,D
biomistral,MQ_0423,0.6623,False,False,False,A
biomistral,MQ_0972,0.6624,False,False,False,C
biomistral,MQ_0426,0.6626,False,False,True,A
biomistral,MQ_0795,0.664,False,False,False,D
biomistral,MQ_0587,0.6652,True,True,True,B
biomistral,MQ_0425,0.6656,True,True,True,A
biomistral,MQ_0128,0.6664,False,True,True,A
biomistral,MQ_0429,0.6668,True,True,True,B
biomistral,MQ_0328,0.6672,True,True,True,A
biomistral,MQ_0132,0.6673,True,True,True,D
biomistral,MQ_0731,0.6681,True,True,False,C
biomistral,MQ_0229,0.6682,False,False,False,D
biomistral,MQ_0596,0.6684,False,False,False,B
biomistral,MQ_0871,0.6694,False,True,False,B
biomistral,MQ_0594,0.6702,False,False,False,C
biomistral,MQ_0548,0.6707,False,False,False,C
biomistral,MQ_0306,0.6708,False,False,False,D
biomistral,MQ_0830,0.6715,True,True,True,C
biomistral,MQ_0861,0.6716,False,True,False,A
biomistral,MQ_0319,0.6718,False,False,False,C
biomistral,MQ_0590,0.6722,True,True,True,B
biomistral,MQ_0966,0.6733,False,False,False,A
biomistral,MQ_0354,0.6741,True,True,False,A
biomistral,MQ_0870,0.6743,True,True,True,A
biomistral,MQ_0998,0.6743,True,False,False,D
biomistral,MQ_0993,0.6747,False,False,False,A
biomistral,MQ_0232,0.6749,True,True,True,D
biomistral,MQ_0114,0.6751,True,True,True,C
biomistral,MQ_0811,0.6772,True,False,False,B
biomistral,MQ_0234,0.6773,True,True,False,B
biomistral,MQ_0277,0.6774,False,False,False,C
biomistral,MQ_0134,0.6787,True,False,True,D
biomistral,MQ_0866,0.6793,True,True,True,B
biomistral,MQ_0552,0.6796,False,False,False,A
biomistral,MQ_0281,0.6801,True,True,True,B
biomistral,MQ_0776,0.6804,True,True,False,D
biomistral,MQ_0970,0.6805,True,True,True,D
biomistral,MQ_0218,0.6817,True,True,True,C
biomistral,MQ_0750,0.6821,False,False,False,D
biomistral,MQ_0628,0.6823,True,True,True,D
biomistral,MQ_0665,0.6838,False,False,False,B
biomistral,MQ_0391,0.6858,False,False,False,C
biomistral,MQ_0376,0.6861,False,False,False,C
biomistral,MQ_0766,0.6868,True,True,True,C
biomistral,MQ_0369,0.688,True,True,True,A
biomistral,MQ_0459,0.6888,False,False,False,A
biomistral,MQ_0639,0.6899,False,False,False,A
biomistral,MQ_0933,0.6908,False,False,False,C
biomistral,MQ_0227,0.6915,False,False,False,B
biomistral,MQ_0019,0.6916,True,False,True,C
biomistral,MQ_0136,0.6922,True,False,True,A
biomistral,MQ_0918,0.6925,True,True,True,D
biomistral,MQ_0177,0.6935,True,True,True,C
biomistral,MQ_0884,0.6938,False,False,False,C
biomistral,MQ_0635,0.6943,True,False,False,D
biomistral,MQ_0942,0.6944,True,True,True,D
biomistral,MQ_0592,0.6946,True,True,True,C
biomistral,MQ_0349,0.6962,True,True,True,A
biomistral,MQ_0576,0.6965,True,False,True,D
biomistral,MQ_0759,0.6969,True,True,True,A
biomistral,MQ_0772,0.6972,False,False,False,C
biomistral,MQ_0068,0.6976,False,False,False,D
biomistral,MQ_0909,0.6979,False,False,False,C
biomistral,MQ_0401,0.6995,True,True,True,A
biomistral,MQ_0930,0.6996,False,False,False,D
biomistral,MQ_0300,0.6999,False,False,False,B
biomistral,MQ_0342,0.6999,False,False,False,A
biomistral,MQ_0660,0.7012,True,True,True,D
biomistral,MQ_0063,0.7013,False,False,False,B
biomistral,MQ_0512,0.7017,True,True,True,B
biomistral,MQ_0778,0.702,True,True,True,A
biomistral,MQ_0405,0.7022,False,False,False,B
biomistral,MQ_0547,0.7022,True,True,True,B
biomistral,MQ_0389,0.7024,False,False,False,D
biomistral,MQ_0157,0.7026,True,True,False,D
biomistral,MQ_0074,0.7028,False,False,False,C
biomistral,MQ_0409,0.7029,True,True,True,A
biomistral,MQ_0257,0.704,True,True,True,B
biomistral,MQ_0477,0.7047,False,False,False,D
biomistral,MQ_0770,0.7048,False,False,False,C
biomistral,MQ_0570,0.705,True,True,True,D
biomistral,MQ_0118,0.7055,False,False,False,D
biomistral,MQ_0502,0.7061,False,False,False,B
biomistral,MQ_0210,0.7072,True,True,True,C
biomistral,MQ_0508,0.7072,True,True,False,A
biomistral,MQ_0381,0.7086,False,False,False,C
biomistral,MQ_0213,0.7112,False,False,False,D
biomistral,MQ_0315,0.7113,False,False,True,A
biomistral,MQ_0719,0.7113,True,True,True,B
biomistral,MQ_0308,0.7119,True,True,True,B
biomistral,MQ_0216,0.7135,True,True,False,D
biomistral,MQ_0209,0.7137,False,False,False,A
biomistral,MQ_0476,0.7137,False,False,False,D
biomistral,MQ_0790,0.7138,False,False,False,A
biomistral,MQ_0924,0.714,True,True,True,B
biomistral,MQ_0906,0.7144,False,False,False,B
biomistral,MQ_0368,0.7155,False,False,False,C
biomistral,MQ_0358,0.7158,True,True,True,A
biomistral,MQ_0402,0.7164,False,False,False,A
biomistral,MQ_0915,0.7171,True,False,False,A
biomistral,MQ_0175,0.7175,False,True,True,A
biomistral,MQ_0984,0.7175,False,False,True,B
biomistral,MQ_0073,0.7182,True,True,True,B
biomistral,MQ_0663,0.7183,True,True,True,D
biomistral,MQ_0422,0.7192,False,True,False,C
biomistral,MQ_0880,0.7194,True,True,True,B
biomistral,MQ_0801,0.7196,True,True,True,B
biomistral,MQ_0043,0.7202,True,True,True,D
biomistral,MQ_0373,0.7202,True,True,True,B
biomistral,MQ_0237,0.7216,True,False,True,C
biomistral,MQ_0903,0.7218,True,False,True,D
biomistral,MQ_0519,0.7226,False,False,False,D
biomistral,MQ_0473,0.7235,False,False,False,D
biomistral,MQ_0435,0.7238,False,False,False,D
biomistral,MQ_0163,0.724,True,False,True,B
biomistral,MQ_0927,0.7242,True,True,True,A
biomistral,MQ_0155,0.7246,False,False,False,D
biomistral,MQ_0457,0.725,False,False,False,D
biomistral,MQ_0491,0.7252,True,True,False,D
biomistral,MQ_0582,0.7255,True,True,True,A
biomistral,MQ_0723,0.7264,True,True,True,B
biomistral,MQ_0200,0.7265,True,False,True,A
biomistral,MQ_0893,0.7271,False,False,False,C
biomistral,MQ_0222,0.7285,True,True,True,C
biomistral,MQ_0687,0.7285,False,False,False,A
biomistral,MQ_0013,0.7287,False,False,False,B
biomistral,MQ_0926,0.7289,False,False,False,A
biomistral,MQ_0258,0.7298,True,False,False,D
biomistral,MQ_0334,0.7298,False,False,False,B
biomistral,MQ_0033,0.7299,True,True,True,B
biomistral,MQ_0588,0.73,True,True,True,B
biomistral,MQ_0478,0.7303,True,True,True,D
biomistral,MQ_0920,0.7309,True,False,True,A
biomistral,MQ_0245,0.7316,False,False,False,D
biomistral,MQ_0658,0.7317,True,True,True,D
biomistral,MQ_0720,0.7318,True,True,True,B
biomistral,MQ_0375,0.7319,True,True,True,A
biomistral,MQ_0799,0.7319,True,True,True,B
biomistral,MQ_0603,0.7322,False,False,False,D
biomistral,MQ_0568,0.7338,True,True,True,D
biomistral,MQ_0106,0.7342,False,False,False,B
biomistral,MQ_0994,0.7343,False,False,False,C
biomistral,MQ_0707,0.735,True,True,False,B
biomistral,MQ_0771,0.735,False,False,False,C
biomistral,MQ_0963,0.7357,False,False,False,D
biomistral,MQ_0015,0.7359,True,True,True,D
biomistral,MQ_0698,0.7365,False,False,False,D
biomistral,MQ_0449,0.738,True,True,True,B
biomistral,MQ_0274,0.7381,True,True,True,C
biomistral,MQ_0500,0.7381,False,False,False,D
biomistral,MQ_0727,0.7396,False,False,False,B
biomistral,MQ_0392,0.7399,True,True,True,A
biomistral,MQ_0968,0.7404,True,True,True,A
biomistral,MQ_0948,0.7411,False,False,False,C
biomistral,MQ_0953,0.7417,False,False,True,C
biomistral,MQ_0730,0.7422,False,False,False,A
biomistral,MQ_0579,0.7428,True,True,True,A
biomistral,MQ_0989,0.7428,False,False,False,C
biomistral,MQ_0518,0.743,True,True,True,B
biomistral,MQ_0624,0.744,True,True,False,B
biomistral,MQ_0077,0.7443,True,True,True,B
biomistral,MQ_0560,0.7452,True,True,True,A
biomistral,MQ_0494,0.7459,True,True,True,B
biomistral,MQ_0945,0.7467,True,False,True,A
biomistral,MQ_0284,0.7468,True,True,True,D
biomistral,MQ_0922,0.7473,True,True,True,A
biomistral,MQ_0578,0.7474,False,False,False,A
biomistral,MQ_0461,0.7477,False,False,False,A
biomistral,MQ_0246,0.7493,False,False,False,B
biomistral,MQ_0671,0.7493,True,True,True,C
biomistral,MQ_0266,0.7511,False,False,False,D
biomistral,MQ_0065,0.7512,False,False,False,B
biomistral,MQ_0344,0.7514,True,True,True,B
biomistral,MQ_0789,0.7516,True,True,True,A
biomistral,MQ_0566,0.7518,True,True,True,A
biomistral,MQ_0372,0.7519,True,True,True,C
biomistral,MQ_0087,0.7524,True,True,True,C
biomistral,MQ_0364,0.7527,False,False,False,A
biomistral,MQ_0007,0.753,False,False,False,B
biomistral,MQ_0786,0.754,True,True,True,C
biomistral,MQ_0800,0.7562,True,True,True,D
biomistral,MQ_0123,0.7564,True,True,True,C
biomistral,MQ_0532,0.7595,True,True,True,A
biomistral,MQ_0240,0.7611,False,False,False,D
biomistral,MQ_0900,0.7611,False,False,False,D
biomistral,MQ_0974,0.7615,True,True,True,C
biomistral,MQ_0969,0.7618,False,False,False,B
biomistral,MQ_0498,0.762,True,True,True,A
biomistral,MQ_0194,0.764,False,False,False,C
biomistral,MQ_0782,0.7644,False,False,False,B
biomistral,MQ_0299,0.7645,True,True,True,A
biomistral,MQ_0862,0.7648,False,False,False,D
biomistral,MQ_0302,0.7658,False,False,False,A
biomistral,MQ_0988,0.7671,True,True,True,D
biomistral,MQ_0819,0.7677,True,True,True,B
biomistral,MQ_0651,0.768,True,False,True,C
biomistral,MQ_0898,0.768,True,True,True,A
biomistral,MQ_0484,0.7681,True,True,True,A
biomistral,MQ_0139,0.7689,False,False,False,A
biomistral,MQ_0105,0.7694,False,False,False,B
biomistral,MQ_0446,0.7713,False,False,False,B
biomistral,MQ_0820,0.7724,False,False,False,B
biomistral,MQ_0228,0.7726,False,False,False,A
biomistral,MQ_0695,0.7727,False,False,False,D
biomistral,MQ_0783,0.7734,False,False,False,D
biomistral,MQ_0841,0.7744,True,True,True,B
biomistral,MQ_0009,0.7747,False,False,False,D
biomistral,MQ_0268,0.776,True,True,True,A
biomistral,MQ_0282,0.7795,False,False,False,C
biomistral,MQ_0179,0.7803,True,True,True,C
biomistral,MQ_0078,0.7807,False,False,False,A
biomistral,MQ_0753,0.7811,False,False,False,C
biomistral,MQ_0072,0.7825,True,True,True,A
biomistral,MQ_0470,0.7831,False,False,False,A
biomistral,MQ_0020,0.7837,True,True,True,D
biomistral,MQ_0406,0.7838,True,True,True,C
biomistral,MQ_0439,0.7844,False,False,False,D
biomistral,MQ_0225,0.7853,True,True,True,D
biomistral,MQ_0192,0.7858,False,False,False,C
biomistral,MQ_0905,0.7861,True,True,True,B
biomistral,MQ_0611,0.7862,False,False,False,B
biomistral,MQ_0242,0.7866,False,False,False,C
biomistral,MQ_0534,0.7866,False,False,False,D
biomistral,MQ_0802,0.7867,True,True,True,D
biomistral,MQ_0911,0.7876,False,False,False,C
biomistral,MQ_0451,0.789,False,False,False,B
biomistral,MQ_0661,0.7893,True,True,True,B
biomistral,MQ_0196,0.7899,False,False,False,A
biomistral,MQ_0044,0.7904,True,True,False,D
biomistral,MQ_0178,0.7912,False,True,True,C
biomistral,MQ_0995,0.7922,True,True,False,A
biomistral,MQ_0589,0.7927,False,False,False,A
biomistral,MQ_0371,0.7936,False,False,False,B
biomistral,MQ_0910,0.7938,True,True,True,A
biomistral,MQ_0313,0.7946,True,True,True,B
biomistral,MQ_0383,0.7946,False,False,False,C
biomistral,MQ_0424,0.7947,True,True,True,B
biomistral,MQ_0356,0.7959,True,True,True,B
biomistral,MQ_0823,0.7975,False,False,False,B
biomistral,MQ_0253,0.7982,False,False,False,C
gemma3_12b,MQ_0090,0.5942,False,False,True,D
gemma3_12b,MQ_0098,0.5942,False,True,False,A
gemma3_12b,MQ_0357,0.5942,False,True,False,D
gemma3_12b,MQ_0399,0.5942,True,False,False,C
gemma3_12b,MQ_0414,0.5942,True,False,False,C
gemma3_12b,MQ_0431,0.5942,False,False,True,D
gemma3_12b,MQ_0591,0.5942,True,False,False,C
gemma3_12b,MQ_0646,0.5942,False,True,False,A
gemma3_12b,MQ_0663,0.5942,True,False,False,D
gemma3_12b,MQ_0884,0.5942,False,False,True,C
gemma3_12b,MQ_0939,0.5942,False,True,False,D
gemma3_12b,MQ_0986,0.5942,False,False,True,A
gemma3_12b,MQ_0007,0.6049,False,False,True,B
gemma3_12b,MQ_0035,0.6049,True,False,False,A
gemma3_12b,MQ_0065,0.6049,True,False,False,B
gemma3_12b,MQ_0155,0.6049,True,False,False,D
gemma3_12b,MQ_0276,0.6049,True,False,False,A
gemma3_12b,MQ_0402,0.6049,True,False,False,A
gemma3_12b,MQ_0404,0.6049,False,True,False,B
gemma3_12b,MQ_0495,0.6049,True,False,False,A
gemma3_12b,MQ_0928,0.6049,True,False,False,B
gemma3_12b,MQ_0018,0.6644,True,False,False,D
gemma3_12b,MQ_0042,0.6644,False,False,False,B
gemma3_12b,MQ_0058,0.6644,True,False,True,A
gemma3_12b,MQ_0072,0.6644,True,True,False,A
gemma3_12b,MQ_0085,0.6644,True,False,True,D
gemma3_12b,MQ_0092,0.6644,True,True,False,A
gemma3_12b,MQ_0099,0.6644,False,True,True,A
gemma3_12b,MQ_0108,0.6644,True,True,False,D
gemma3_12b,MQ_0116,0.6644,False,False,True,A
gemma3_12b,MQ_0145,0.6644,True,True,False,D
gemma3_12b,MQ_0200,0.6644,False,True,True,A
gemma3_12b,MQ_0201,0.6644,False,True,True,A
gemma3_12b,MQ_0206,0.6644,False,False,False,B
gemma3_12b,MQ_0236,0.6644,True,False,True,A
gemma3_12b,MQ_0250,0.6644,True,True,False,D
gemma3_12b,MQ_0262,0.6644,False,False,True,A
gemma3_12b,MQ_0284,0.6644,False,False,True,D
gemma3_12b,MQ_0298,0.6644,True,True,False,A
gemma3_12b,MQ_0315,0.6644,True,False,False,A
gemma3_12b,MQ_0316,0.6644,False,True,True,A
gemma3_12b,MQ_0335,0.6644,True,False,False,A
gemma3_12b,MQ_0339,0.6644,False,True,True,D
gemma3_12b,MQ_0352,0.6644,False,False,True,D
gemma3_12b,MQ_0359,0.6644,True,False,True,D
gemma3_12b,MQ_0369,0.6644,False,True,True,A
gemma3_12b,MQ_0436,0.6644,True,False,False,A
gemma3_12b,MQ_0476,0.6644,True,False,False,D
gemma3_12b,MQ_0499,0.6644,True,False,False,D
gemma3_12b,MQ_0500,0.6644,False,False,True,D
gemma3_12b,MQ_0523,0.6644,True,True,False,D
gemma3_12b,MQ_0539,0.6644,False,False,False,C
gemma3_12b,MQ_0579,0.6644,True,True,False,A
gemma3_12b,MQ_0611,0.6644,False,False,False,B
gemma3_12b,MQ_0640,0.6644,True,True,False,D
gemma3_12b,MQ_0641,0.6644,True,True,False,A
gemma3_12b,MQ_0650,0.6644,True,False,True,D
gemma3_12b,MQ_0695,0.6644,True,False,False,D
gemma3_12b,MQ_0725,0.6644,False,False,True,D
gemma3_12b,MQ_0776,0.6644,True,True,False,D
gemma3_12b,MQ_0777,0.6644,False,False,False,C
gemma3_12b,MQ_0790,0.6644,True,False,False,A
gemma3_12b,MQ_0805,0.6644,False,False,True,A
gemma3_12b,MQ_0833,0.6644,False,True,True,D
gemma3_12b,MQ_0835,0.6644,True,False,True,A
gemma3_12b,MQ_0869,0.6644,True,False,False,A
gemma3_12b,MQ_0882,0.6644,True,False,True,A
gemma3_12b,MQ_0896,0.6644,False,False,False,C
gemma3_12b,MQ_0918,0.6644,True,False,False,D
gemma3_12b,MQ_0919,0.6644,False,False,False,B
gemma3_12b,MQ_0926,0.6644,True,True,False,A
gemma3_12b,MQ_0943,0.6644,False,False,False,B
gemma3_12b,MQ_0967,0.6644,True,True,False,D
gemma3_12b,MQ_0969,0.6644,False,False,False,B
gemma3_12b,MQ_0089,0.6729,False,True,False,C
gemma3_12b,MQ_0651,0.6729,True,False,False,C
gemma3_12b,MQ_0750,0.6729,False,False,False,D
gemma3_12b,MQ_0762,0.6729,False,False,True,C
gemma3_12b,MQ_0935,0.6729,False,False,True,A
gemma3_12b,MQ_0955,0.6729,True,False,False,C
gemma3_12b,MQ_0014,0.6935,True,False,False,D
gemma3_12b,MQ_0028,0.6935,False,False,True,D
gemma3_12b,MQ_0150,0.6935,True,False,False,D
gemma3_12b,MQ_0291,0.6935,False,True,False,D
gemma3_12b,MQ_0384,0.6935,False,True,False,C
gemma3_12b,MQ_0419,0.6935,False,True,False,B
gemma3_12b,MQ_0503,0.6935,False,False,False,A
gemma3_12b,MQ_0520,0.6935,False,False,False,A
gemma3_12b,MQ_0531,0.6935,False,False,True,B
gemma3_12b,MQ_0589,0.6935,False,False,False,A
gemma3_12b,MQ_0628,0.6935,True,False,False,D
gemma3_12b,MQ_0639,0.6935,False,False,False,A
gemma3_12b,MQ_0667,0.6935,True,False,False,C
gemma3_12b,MQ_0769,0.6935,True,False,False,D
gemma3_12b,MQ_0788,0.6935,False,True,False,C
gemma3_12b,MQ_0806,0.6935,False,False,True,C
gemma3_12b,MQ_0025,0.757,True,False,False,C
gemma3_12b,MQ_0031,0.757,True,False,True,A
gemma3_12b,MQ_0055,0.757,True,False,False,A
gemma3_12b,MQ_0064,0.757,False,True,True,C
gemma3_12b,MQ_0078,0.757,True,False,True,A
gemma3_12b,MQ_0084,0.757,True,True,False,A
gemma3_12b,MQ_0088,0.757,True,False,True,C
gemma3_12b,MQ_0097,0.757,True,False,False,C
gemma3_12b,MQ_0104,0.757,True,False,False,C
gemma3_12b,MQ_0115,0.757,True,True,False,A
gemma3_12b,MQ_0118,0.757,False,False,False,D
gemma3_12b,MQ_0124,0.757,False,True,True,C
gemma3_12b,MQ_0144,0.757,False,False,False,D
gemma3_12b,MQ_0148,0.757,True,True,False,C
gemma3_12b,MQ_0196,0.757,True,False,False,A
gemma3_12b,MQ_0209,0.757,True,True,False,A
gemma3_12b,MQ_0211,0.757,True,False,True,A
gemma3_12b,MQ_0244,0.757,True,True,False,C
gemma3_12b,MQ_0247,0.757,True,True,False,A
gemma3_12b,MQ_0251,0.757,True,False,False,A
gemma3_12b,MQ_0260,0.757,False,False,True,A
gemma3_12b,MQ_0271,0.757,True,False,False,A
gemma3_12b,MQ_0273,0.757,False,False,False,D
gemma3_12b,MQ_0277,0.757,True,False,True,C
gemma3_12b,MQ_0292,0.757,True,False,False,C
gemma3_12b,MQ_0303,0.757,True,False,True,A
gemma3_12b,MQ_0318,0.757,True,True,False,A
gemma3_12b,MQ_0328,0.757,True,False,True,A
gemma3_12b,MQ_0336,0.757,False,False,False,D
gemma3_12b,MQ_0361,0.757,False,True,False,A
gemma3_12b,MQ_0400,0.757,False,False,True,A
gemma3_12b,MQ_0409,0.757,True,False,True,A
gemma3_12b,MQ_0415,0.757,True,False,False,C
gemma3_12b,MQ_0422,0.757,True,False,False,C
gemma3_12b,MQ_0429,0.757,False,False,False,B
gemma3_12b,MQ_0435,0.757,False,False,False,D
gemma3_12b,MQ_0438,0.757,False,True,False,A
gemma3_12b,MQ_0450,0.757,False,True,False,C
gemma3_12b,MQ_0459,0.757,True,False,True,A
gemma3_12b,MQ_0460,0.757,True,True,False,A
gemma3_12b,MQ_0497,0.757,False,False,True,A
gemma3_12b,MQ_0501,0.757,True,False,False,C
gemma3_12b,MQ_0510,0.757,True,False,True,C
gemma3_12b,MQ_0514,0.757,True,True,False,A
gemma3_12b,MQ_0552,0.757,True,True,False,A
gemma3_12b,MQ_0563,0.757,True,False,False,C
gemma3_12b,MQ_0569,0.757,True,True,False,A
gemma3_12b,MQ_0594,0.757,True,True,False,C
gemma3_12b,MQ_0600,0.757,True,True,False,C
gemma3_12b,MQ_0606,0.757,False,False,False,D
gemma3_12b,MQ_0636,0.757,True,True,False,C
gemma3_12b,MQ_0649,0.757,True,False,False,C
gemma3_12b,MQ_0686,0.757,True,False,True,A
gemma3_12b,MQ_0698,0.757,False,False,False,D
gemma3_12b,MQ_0709,0.757,True,True,False,C
gemma3_12b,MQ_0711,0.757,False,True,True,C
gemma3_12b,MQ_0729,0.757,True,False,True,C
gemma3_12b,MQ_0730,0.757,True,False,False,A
gemma3_12b,MQ_0732,0.757,True,True,False,A
gemma3_12b,MQ_0760,0.757,True,True,False,A
gemma3_12b,MQ_0763,0.757,True,True,False,C
gemma3_12b,MQ_0767,0.757,True,False,False,A
gemma3_12b,MQ_0771,0.757,True,False,True,C
gemma3_12b,MQ_0801,0.757,False,False,False,B
gemma3_12b,MQ_0813,0.757,False,False,False,B
gemma3_12b,MQ_0830,0.757,True,True,False,C
gemma3_12b,MQ_0831,0.757,True,False,False,A
gemma3_12b,MQ_0877,0.757,True,False,True,A
gemma3_12b,MQ_0879,0.757,True,False,True,A
gemma3_12b,MQ_0886,0.757,False,False,True,C
gemma3_12b,MQ_0895,0.757,True,True,False,C
gemma3_12b,MQ_0900,0.757,False,False,False,D
gemma3_12b,MQ_0953,0.757,True,False,True,C
gemma3_12b,MQ_0954,0.757,True,False,False,C
gemma3_12b,MQ_0957,0.757,True,True,False,A
gemma3_12b,MQ_0960,0.757,True,False,False,A
gemma3_12b,MQ_0968,0.757,True,True,False,A
gemma3_12b,MQ_0989,0.757,True,True,False,C
gemma3_12b,MQ_0041,0.7571,False,False,False,D
gemma3_12b,MQ_0062,0.7571,False,True,False,A
gemma3_12b,MQ_0069,0.7571,False,True,False,A
gemma3_12b,MQ_0071,0.7571,True,False,True,B
gemma3_12b,MQ_0135,0.7571,True,False,True,B
gemma3_12b,MQ_0137,0.7571,True,False,True,B
gemma3_12b,MQ_0141,0.7571,False,True,True,A
gemma3_12b,MQ_0171,0.7571,True,True,False,A
gemma3_12b,MQ_0172,0.7571,False,False,True,A
gemma3_12b,MQ_0176,0.7571,True,False,False,A
gemma3_12b,MQ_0187,0.7571,True,True,False,A
gemma3_12b,MQ_0202,0.7571,True,True,False,B
gemma3_12b,MQ_0216,0.7571,False,False,False,D
gemma3_12b,MQ_0225,0.7571,False,False,False,D
gemma3_12b,MQ_0231,0.7571,True,False,False,A
gemma3_12b,MQ_0233,0.7571,False,False,True,A
gemma3_12b,MQ_0266,0.7571,False,False,False,D
gemma3_12b,MQ_0268,0.7571,True,False,False,A
gemma3_12b,MQ_0302,0.7571,False,True,True,A
gemma3_12b,MQ_0314,0.7571,False,False,False,C
gemma3_12b,MQ_0327,0.7571,False,True,True,A
gemma3_12b,MQ_0345,0.7571,False,True,False,A
gemma3_12b,MQ_0346,0.7571,True,False,False,A
gemma3_12b,MQ_0358,0.7571,False,False,True,A
gemma3_12b,MQ_0364,0.7571,False,False,True,A
gemma3_12b,MQ_0366,0.7571,True,False,True,A
gemma3_12b,MQ_0374,0.7571,True,True,False,B
gemma3_12b,MQ_0387,0.7571,True,False,True,B
gemma3_12b,MQ_0433,0.7571,True,True,False,A
gemma3_12b,MQ_0439,0.7571,False,False,False,D
gemma3_12b,MQ_0451,0.7571,True,True,False,B
gemma3_12b,MQ_0468,0.7571,False,True,True,A
gemma3_12b,MQ_0471,0.7571,False,True,True,A
gemma3_12b,MQ_0479,0.7571,True,True,False,B
gemma3_12b,MQ_0481,0.7571,True,False,False,B
gemma3_12b,MQ_0502,0.7571,False,True,True,B
gemma3_12b,MQ_0515,0.7571,False,False,False,D
gemma3_12b,MQ_0544,0.7571,False,True,True,A
gemma3_12b,MQ_0593,0.7571,True,False,False,B
gemma3_12b,MQ_0602,0.7571,True,True,False,B
gemma3_12b,MQ_0620,0.7571,False,True,False,A
gemma3_12b,MQ_0657,0.7571,True,False,False,B
gemma3_12b,MQ_0702,0.7571,False,True,True,B
gemma3_12b,MQ_0717,0.7571,True,False,False,B
gemma3_12b,MQ_0740,0.7571,True,True,False,A
gemma3_12b,MQ_0782,0.7571,True,False,False,B
gemma3_12b,MQ_0784,0.7571,True,False,True,A
gemma3_12b,MQ_0825,0.7571,False,True,False,A
gemma3_12b,MQ_0880,0.7571,True,True,False,B
gemma3_12b,MQ_0883,0.7571,False,False,True,A
gemma3_12b,MQ_0898,0.7571,True,False,False,A
gemma3_12b,MQ_0945,0.7571,False,False,True,A
gemma3_12b,MQ_0961,0.7571,True,True,False,A
gemma3_12b,MQ_0987,0.7571,True,True,False,A
gemma3_12b,MQ_0990,0.7571,True,False,False,A
gemma3_12b,MQ_0991,0.7571,True,False,False,B
gemma3_12b,MQ_0006,0.767,False,True,False,C
gemma3_12b,MQ_0023,0.767,False,False,False,A
gemma3_12b,MQ_0037,0.767,True,False,True,C
gemma3_12b,MQ_0063,0.767,False,False,False,B
gemma3_12b,MQ_0066,0.767,True,False,False,C
gemma3_12b,MQ_0068,0.767,False,True,False,D
gemma3_12b,MQ_0080,0.767,False,True,True,D
gemma3_12b,MQ_0087,0.767,False,True,True,C
gemma3_12b,MQ_0110,0.767,False,True,True,D
gemma3_12b,MQ_0112,0.767,False,True,True,C
gemma3_12b,MQ_0132,0.767,False,True,True,D
gemma3_12b,MQ_0153,0.767,True,False,True,D
gemma3_12b,MQ_0158,0.767,False,False,True,C
gemma3_12b,MQ_0173,0.767,False,False,False,B
gemma3_12b,MQ_0195,0.767,True,False,False,C
gemma3_12b,MQ_0219,0.767,True,False,True,D
gemma3_12b,MQ_0222,0.767,False,True,True,C
gemma3_12b,MQ_0226,0.767,False,False,False,A
gemma3_12b,MQ_0228,0.767,False,False,False,A
gemma3_12b,MQ_0229,0.767,True,False,True,D
gemma3_12b,MQ_0245,0.767,True,False,True,D
gemma3_12b,MQ_0252,0.767,True,True,False,D
gemma3_12b,MQ_0280,0.767,True,False,False,C
gemma3_12b,MQ_0319,0.767,True,True,False,C
gemma3_12b,MQ_0333,0.767,False,True,True,C
gemma3_12b,MQ_0334,0.767,False,False,False,B
gemma3_12b,MQ_0377,0.767,False,False,False,A
gemma3_12b,MQ_0390,0.767,True,True,False,C
gemma3_12b,MQ_0391,0.767,True,False,False,C
gemma3_12b,MQ_0393,0.767,True,True,False,C
gemma3_12b,MQ_0441,0.767,True,True,False,C
gemma3_12b,MQ_0443,0.767,True,True,False,D
gemma3_12b,MQ_0445,0.767,False,False,False,B
gemma3_12b,MQ_0452,0.767,True,True,False,D
gemma3_12b,MQ_0490,0.767,False,False,False,A
gemma3_12b,MQ_0519,0.767,True,True,False,D
gemma3_12b,MQ_0534,0.767,True,False,True,D
gemma3_12b,MQ_0535,0.767,True,True,False,D
gemma3_12b,MQ_0542,0.767,True,False,True,D
gemma3_12b,MQ_0543,0.767,True,False,True,C
gemma3_12b,MQ_0564,0.767,True,True,False,C
gemma3_12b,MQ_0567,0.767,True,True,False,C
gemma3_12b,MQ_0568,0.767,False,True,True,D
gemma3_12b,MQ_0584,0.767,True,False,True,C
gemma3_12b,MQ_0592,0.767,True,True,False,C
gemma3_12b,MQ_0597,0.767,False,True,False,D
gemma3_12b,MQ_0619,0.767,True,False,False,D
gemma3_12b,MQ_0621,0.767,True,False,True,D
gemma3_12b,MQ_0632,0.767,False,False,False,A
gemma3_12b,MQ_0656,0.767,False,False,True,C
gemma3_12b,MQ_0674,0.767,True,True,False,C
